Table S1. List of candidate imprinted genes identified in this study for Arabidopsis. Genes are sorted with decreasing probability of being imprinted in Gehring, Hsieh, and Pignatta datasets. Wolff is listed as additional information.																												
	Gehring						Hsieh						Pignatta						Combined (Gehring, Hsieh, Pignatta)				Wolff					
AT1G12770	-0.80	0.074911354	0.407734882	PEG	39.13	2084	-0.01	0.977674878	0.9977839	PEG	0.02	7643	0.04	0.965162352	1	MEG	0.16	7742	0.824278618	5823.0	AT1G12770.1	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-0.63	0.233635989	0.313008836	PEG	28.49	10320
AT1G78930	0.77	0.423215033	0.823135822	MEG	37.21	5831.5	NA	NA	NA	NA	NA	3896	-0.73	0.767077737	1	PEG	34.65	7742	0.396141566	5823.2	AT1G78930.1	Mitochondrial transcription termination factor family protein	NA	NA	NA	NA	NA	6913
AT5G63080	0.20	0.567604492	0.88890484	MEG	3.67	7242	-0.42	0.253354856	0.794284201	PEG	14.84	2485.5	0.09	0.865229107	1	MEG	0.73	7742	0.613922757	5823.2	AT5G63080.1	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	0.50	0.60380455	0.676599423	MEG	20.31	12338.5
AT5G61580	0.25	0.586302054	0.895163786	MEG	6.10	7425.5	0.87	0.227990239	0.7733313	MEG	43.32	2303.5	-0.57	0.315345384	1	PEG	24.78	7742	0.30804852	5823.7	AT5G61580.1	phosphofructokinase 4	1.32	0.257025379	0.338493666	MEG	63.55	10498.5
AT3G03490	-0.21	0.356217347	0.786409764	PEG	4.12	5138	0.15	0.555849483	0.943309967	MEG	2.28	4591.5	0.13	0.760768724	1	MEG	1.54	7742	0.558483148	5823.8	NA	NA	0.34	0.201759649	0.278451677	MEG	10.14	10018
AT5G50770	-0.10	0.612547189	0.903693789	PEG	0.95	7729.5	-0.30	0.189654631	0.738894442	PEG	8.21	2000	-0.51	0.130729912	1	PEG	20.86	7742	0.982993939	5823.8	AT5G50770.1	hydroxysteroid dehydrogenase 6	NA	NA	NA	NA	NA	6913
AT5G48660	-0.35	0.179776808	0.618120313	PEG	11.15	3298.5	-0.14	0.81046128	0.981674847	PEG	1.81	6432.5	-0.48	0.281051328	1	PEG	19.03	7742	0.957449139	5824.3	AT5G48660.1	B-cell receptor-associated protein 31-like 	1.19	0.000112244	0.000375034	MEG	58.67	4138
AT2G47640	-0.23	0.351198833	0.782420239	PEG	5.16	5093	-0.18	0.565859123	0.947579736	PEG	3.04	4638.5	-0.15	0.834360378	1	PEG	2.31	7742	0.907253549	5824.5	NA	NA	NA	NA	NA	NA	NA	6913
AT4G32120	-0.13	0.72668177	0.939195471	PEG	1.79	8773.5	-0.86	0.051133877	0.415816543	PEG	42.53	958	0.01	0.976081641	1	MEG	0.02	7742	0.88061787	5824.5	AT4G32120.1	Galactosyltransferase family protein	0.77	0.024198095	0.046982568	MEG	37.27	7120.5
AT1G63490	-0.27	0.4809677	0.85324001	PEG	6.92	6394	-0.25	0.37434936	0.873032063	PEG	6.09	3341	0.03	0.953851613	1	MEG	0.09	7742	0.874525972	5825.7	AT1G63490.1	transcription factor jumonji (jmjC) domain-containing protein	1.81	0.096565118	0.152968529	MEG	76.70	8728
AT5G66440	0.43	0.467026445	0.844623878	MEG	15.50	6272	-0.44	0.394356344	0.886836695	PEG	16.46	3463	0.87	0.202006766	1	MEG	42.80	7742	0.243017318	5825.7	AT5G66440.1		6.17	3.17E-26	6.24E-25	MEG	97.44	702
AT3G21540	-0.25	0.613452811	0.903693789	PEG	5.71	7729.5	-0.76	0.190303135	0.739235136	PEG	36.47	2008	0.40	0.743236231	1	MEG	13.88	7742	0.819756853	5826.5	NA	NA	0.01	0.98554613	0.989584362	MEG	0.02	13768.5
AT3G61600	0.26	0.265770761	0.718797744	MEG	6.44	4190	-0.09	0.687154448	0.964531547	PEG	0.80	5548	-0.16	0.754779786	1	PEG	2.40	7742	0.442949144	5826.7	AT3G61600.1	POZ/BTB containin G-protein 1	1.06	3.53E-05	0.000130592	MEG	52.77	3740.5
AT5G13630	-0.10	0.645662947	0.916511019	PEG	0.91	7999.5	-0.47	0.149874045	0.671160091	PEG	18.31	1738.5	-0.12	0.78147474	1	PEG	1.43	7742	0.926335428	5826.7	AT5G13630.1	magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)	1.82	2.11E-08	1.22E-07	MEG	76.79	2393
AT5G38212	0.27	0.451363895	0.835029055	MEG	6.80	6119.5	0.20	0.417376018	0.898148007	MEG	3.77	3618.5	0.67	0.179744614	1	MEG	31.12	7742	0.090569866	5826.7	AT5G38212.1		2.03	4.88E-05	0.000175938	MEG	80.48	3838
AT1G54030	-0.10	0.676489597	0.926577936	PEG	1.09	8279	-1.30	0.109902207	0.586243382	PEG	62.82	1460	0.12	0.756751306	1	MEG	1.36	7742	0.823444288	5827.0	AT1G54030.1	GDSL-like Lipase/Acylhydrolase superfamily protein	3.09	1.04E-96	1.37E-94	MEG	90.49	105
AT1G11475	0.31	0.425047412	0.823292397	MEG	8.64	5846.5	NA	NA	NA	NA	NA	3896	0.35	0.756080569	1	MEG	11.11	7742	0.282922678	5828.2	AT1G11475.1	RNA polymerases N / 8 kDa subunit	0.85	0.003854707	0.009348391	MEG	41.68	5701
AT1G69950	1.03	0.424709046	0.823292397	MEG	51.39	5846.5	NA	NA	NA	NA	NA	3896	2.11	0.168577285	1	MEG	81.69	7742	0.089907163	5828.2	AT1G69950.1	transposable element gene	2.60	0.007746263	0.017391982	MEG	87.12	6158
AT2G34840	0.75	0.424013144	0.823292397	MEG	36.13	5846.5	NA	NA	NA	NA	NA	3896	1.61	0.587625022	1	MEG	72.15	7742	0.235204707	5828.2	NA	NA	1.98	0.065954783	0.111396387	MEG	79.62	8186
AT3G63160	-0.38	0.424608107	0.823292397	PEG	12.42	5846.5	NA	NA	NA	NA	NA	3896	-0.12	0.878639621	1	PEG	1.52	7742	0.802579303	5828.2	AT3G63160.1		NA	NA	NA	NA	NA	6913
AT4G13160	0.45	0.42530522	0.823292397	MEG	16.64	5846.5	NA	NA	NA	NA	NA	3896	0.94	0.099442407	1	MEG	46.89	7742	0.058675916	5828.2	AT4G13160.1	Protein of unknown function, DUF593	6.10	0.000550376	0.001618698	MEG	97.38	4701
AT5G23090	0.58	0.424964297	0.823292397	MEG	25.22	5846.5	NA	NA	NA	NA	NA	3896	0.25	0.892022468	1	MEG	5.81	7742	0.318075422	5828.2	AT5G23090.1	nuclear factor Y, subunit B13	1.84	0.097770699	0.154534656	MEG	77.23	8747.5
AT5G28830	0.61	0.425193998	0.823292397	MEG	27.37	5846.5	NA	NA	NA	NA	NA	3896	-0.38	0.658800039	1	PEG	12.73	7742	0.420280479	5828.2	AT5G28830.1	calcium-binding EF hand family protein	0.17	0.644894032	0.712962169	MEG	2.87	12506
AT5G18230	-0.09	0.672614424	0.925127065	PEG	0.76	8246	-0.46	0.11515164	0.598973015	PEG	17.60	1498	-0.23	0.504180835	1	PEG	5.06	7742	0.958194283	5828.7	AT5G18230.1	transcription regulator NOT2/NOT3/NOT5 family protein	0.39	0.16085426	0.231786841	MEG	12.97	9593.5
AT1G35516	0.21	0.54253435	0.879907612	MEG	4.27	6992.5	0.31	0.292742848	0.828569658	MEG	8.51	2752	-0.31	0.497818331	1	PEG	8.71	7742	0.318543679	5828.8	AT1G35516.1	myb-like transcription factor family protein	2.28	2.73E-05	0.000102997	MEG	83.88	3669
AT1G12500	1.29	0.157022049	0.580541429	MEG	62.32	3068	0.12	0.847256129	0.988341866	MEG	1.36	6679	0.04	0.973692506	1	MEG	0.16	7742	0.220598431	5829.7	AT1G12500.1	Nucleotide-sugar transporter family protein	NA	NA	NA	NA	NA	6913
AT1G52650	-1.55	0.237242586	0.686140402	PEG	70.61	3922	-0.58	0.728889226	0.970703423	PEG	25.30	5825	0.01	0.993903263	1	MEG	0.02	7742	0.861969504	5829.7	AT1G52650.1	F-box/RNI-like superfamily protein	NA	NA	NA	NA	NA	6913
AT2G31410	-0.22	0.385087251	0.800050797	PEG	4.67	5451.5	-0.13	0.516967508	0.93564466	PEG	1.66	4296	-0.09	0.802687224	1	PEG	0.87	7742	0.91485606	5829.8	NA	NA	-0.52	0.249955459	0.330674976	PEG	21.34	10451
AT3G14910	0.18	0.702853521	0.933981664	MEG	3.05	8536	-0.52	0.080935765	0.520707526	PEG	21.03	1211.5	-0.51	0.477774337	1	PEG	20.91	7742	0.843070512	5829.8	NA	NA	NA	NA	NA	NA	NA	6913
AT4G19040	0.12	0.584599919	0.895139352	MEG	1.47	7409	0.22	0.234436556	0.778097157	MEG	4.45	2339	-0.09	0.787649622	1	PEG	0.87	7742	0.257109526	5830.0	AT4G19040.1	ENHANCED DISEASE RESISTANCE 2	-0.08	0.704080818	0.763559604	PEG	0.61	12749
AT5G15450	-0.08	0.728520444	0.939773432	PEG	0.64	8800	0.38	0.049756111	0.408638092	MEG	12.33	948.5	0.14	0.738520177	1	MEG	1.90	7742	0.113114037	5830.2	AT5G15450.1	casein lytic proteinase B3	1.22	0.000211024	0.000671954	MEG	60.00	4342
AT3G27990	-2.06	0.087002775	0.439782743	PEG	80.98	2244	0.09	0.968606788	0.997141806	MEG	0.82	7505.5	0.17	0.998922481	1	MEG	2.67	7742	0.817891079	5830.5	NA	NA	-0.06	0.963408524	0.972624042	PEG	0.39	13695
AT3G63250	-0.36	0.076392952	0.411260204	PEG	11.26	2107	0.01	0.97920832	0.9977839	MEG	0.00	7643	0.08	0.809861656	1	MEG	0.58	7742	0.768491633	5830.7	AT3G63250.1	homocysteine methyltransferase 2	NA	NA	NA	NA	NA	6913
AT5G17440	0.15	0.485821302	0.856334119	MEG	2.14	6430	-0.18	0.370598841	0.87047311	PEG	3.16	3320	-0.10	0.781782392	1	PEG	1.03	7742	0.645379031	5830.7	AT5G17440.1	LUC7 related protein	0.48	0.135710412	0.202278154	MEG	18.49	9276
AT1G09840	0.34	0.108656534	0.492323574	MEG	10.58	2498.5	-0.02	0.928187825	0.994850852	PEG	0.03	7253	-0.10	0.745468376	1	PEG	1.08	7742	0.237679884	5831.2	AT1G09840.1	shaggy-like protein kinase 41	1.56	2.23E-15	2.37E-14	MEG	70.89	1299
AT4G12340	0.30	0.406309646	0.81183246	MEG	8.26	5674	0.14	0.485391047	0.926605517	MEG	2.00	4078.5	0.05	0.930399403	1	MEG	0.25	7742	0.272954783	5831.5	AT4G12340.1	copper ion binding	1.35	2.19E-06	9.79E-06	MEG	64.58	3088
AT5G48140	0.59	0.491374888	0.85933786	MEG	25.53	6486	NA	NA	NA	NA	NA	3896	NA	NA	NA	NA	NA	7114.5	NA	5832.2	AT5G48140.1	Pectin lyase-like superfamily protein	-8.11	1.97E-35	5.67E-34	PEG	98.50	481
AT4G25280	-0.28	0.425960725	0.824084329	PEG	7.07	5863	NA	NA	NA	NA	NA	3896	0.13	0.81906873	1	MEG	1.79	7742	0.687244544	5833.7	AT4G25280.1	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-0.24	0.742218764	0.795805865	PEG	5.63	12894.5
AT1G51402	-0.26	0.106406489	0.488833283	PEG	6.34	2468	-0.01	0.931123576	0.995237249	PEG	0.02	7292	-0.28	0.640012022	1	PEG	7.45	7742	0.906994398	5834.0	AT1G51402.1		-1.60	2.08E-10	1.46E-09	PEG	71.92	1963
AT4G25650	0.35	0.428801115	0.824869204	MEG	10.65	5898.5	-0.22	0.452304314	0.91195551	PEG	4.58	3864.5	0.57	0.457087743	1	MEG	24.61	7742	0.365016436	5835.0	AT4G25650.1	ACD1-like	NA	NA	NA	NA	NA	6913
AT1G23210	0.49	0.426555658	0.824262493	MEG	19.49	5867.5	NA	NA	NA	NA	NA	3896	-0.44	0.7472622	1	PEG	16.36	7742	0.402505187	5835.2	AT1G23210.1	glycosyl hydrolase 9B6	NA	NA	NA	NA	NA	6913
AT2G24200	0.33	0.170842969	0.602336047	MEG	9.81	3218.5	0.04	0.827884742	0.985468669	MEG	0.19	6545	-0.05	0.921342355	1	PEG	0.25	7742	0.244080518	5835.2	AT2G24200.1	Cytosol aminopeptidase family protein	2.31	4.05E-15	4.22E-14	MEG	84.26	1327
AT3G47290	0.75	0.426469152	0.824262493	MEG	35.94	5867.5	NA	NA	NA	NA	NA	3896	0.09	0.951226004	1	MEG	0.72	7742	0.333511593	5835.2	AT3G47290.1	phosphatidylinositol-speciwc phospholipase C8	NA	NA	NA	NA	NA	6913
AT4G00060	0.38	0.426194405	0.824262493	MEG	12.36	5867.5	NA	NA	NA	NA	NA	3896	-0.50	0.433884904	1	PEG	19.72	7742	0.465652741	5835.2	AT4G00060.1	Nucleotidyltransferase family protein	0.72	0.440406618	0.522145516	MEG	34.03	11661.5
AT5G25480	0.65	0.426484043	0.824262493	MEG	30.02	5867.5	NA	NA	NA	NA	NA	3896	-1.40	0.235387091	1	PEG	66.27	7742	0.502448874	5835.2	AT5G25480.1	DNA methyltransferase-2	0.12	0.815325138	0.855936626	MEG	1.42	13170
AT2G36620	-0.15	0.436936835	0.829790177	PEG	2.33	5972.5	-0.13	0.441434991	0.907190943	PEG	1.67	3791.5	0.19	0.538443358	1	MEG	3.53	7742	0.728450665	5835.3	NA	NA	NA	NA	NA	NA	NA	6913
AT1G79540	-0.41	0.529565132	0.872815524	PEG	14.29	6865.5	0.76	0.314274002	0.843558714	MEG	36.81	2899	0.12	0.933261248	1	MEG	1.53	7742	0.441248178	5835.5	AT1G79540.1	Pentatricopeptide repeat (PPR) superfamily protein	1.13	0.347425775	0.429074723	MEG	56.15	11193.5
AT3G20350	0.14	0.621570162	0.904999435	MEG	1.95	7787.5	0.27	0.185516042	0.73081092	MEG	6.93	1977.5	0.27	0.576848276	1	MEG	6.94	7742	0.143515047	5835.7	NA	NA	1.85	5.66E-11	4.21E-10	MEG	77.46	1860
AT1G63900	0.13	0.524797685	0.872138554	MEG	1.70	6823.5	-0.19	0.31834691	0.84375407	PEG	3.42	2942	0.17	0.619459133	1	MEG	2.75	7742	0.497720456	5835.8	AT1G63900.1	E3 Ubiquitin ligase family protein	0.74	2.18E-05	8.34E-05	MEG	35.37	3609
AT3G54570	0.48	0.426730891	0.824460654	MEG	18.88	5871	NA	NA	NA	NA	NA	3896	-0.14	0.913523185	1	PEG	1.92	7742	0.365685588	5836.3	AT3G54570.1	Plant calmodulin-binding protein-related	NA	NA	NA	NA	NA	6913
AT4G16060	-0.39	0.280804151	0.73078949	PEG	13.23	4357	-0.16	0.661646035	0.96288166	PEG	2.63	5410	-0.04	0.9358137	1	PEG	0.13	7742	0.882952381	5836.3	AT4G16060.1		2.09	9.34E-06	3.81E-05	MEG	81.42	3391
AT3G29350	0.50	0.426817299	0.824487163	MEG	19.70	5872	NA	NA	NA	NA	NA	3896	0.09	0.954086903	1	MEG	0.89	7742	0.334398936	5836.7	NA	NA	NA	NA	NA	NA	NA	6913
AT5G46420	-0.15	0.633360519	0.911354606	PEG	2.08	7883	-0.39	0.173621874	0.712901672	PEG	13.24	1886.5	0.13	0.763519094	1	MEG	1.74	7742	0.825083111	5837.2	AT5G46420.1	16S rRNA processing protein RimM family	-0.18	0.574126807	0.649508018	PEG	3.06	12221
AT1G61520	-0.12	0.481461033	0.853476965	PEG	1.48	6398.5	-0.19	0.379525244	0.877157251	PEG	3.66	3371.5	0.03	0.937333733	1	MEG	0.12	7742	0.869877452	5837.3	AT1G61520.1	photosystem I light harvesting complex gene 3	-1.04	0.000150026	0.000489443	PEG	51.78	4238
AT1G65040	-0.33	0.281053482	0.730855031	PEG	10.01	4362	-0.18	0.671807175	0.96288166	PEG	3.08	5410	0.62	0.157729993	1	MEG	28.00	7742	0.40099405	5838.0	AT1G65040.1	RING/U-box superfamily protein	2.87	1.34E-08	7.92E-08	MEG	89.18	2343
AT1G72510	-0.37	0.427530505	0.824611107	PEG	12.09	5878	NA	NA	NA	NA	NA	3896	0.00	0.996190683	1	MEG	0.00	7742	0.75874925	5838.7	AT1G72510.1	Protein of unknown function (DUF1677)	3.46	7.51E-05	0.000260101	MEG	92.27	3991.5
AT4G24250	-0.43	0.427247254	0.824611107	PEG	15.51	5878	NA	NA	NA	NA	NA	3896	0.60	0.638422032	1	MEG	26.61	7742	0.597985534	5838.7	AT4G24250.1	Seven transmembrane MLO family protein	NA	NA	NA	NA	NA	6913
AT5G27730	0.48	0.427588799	0.824611107	MEG	18.61	5878	NA	NA	NA	NA	NA	3896	0.23	0.845275629	1	MEG	5.07	7742	0.307575471	5838.7	AT5G27730.1	Protein of unknown function (DUF1624)	1.77	0.02791978	0.0532293	MEG	75.72	7251.5
AT5G43740	0.75	0.427666265	0.824611107	MEG	36.13	5878	NA	NA	NA	NA	NA	3896	-1.46	0.308044732	1	PEG	67.98	7742	0.490201451	5838.7	AT5G43740.1	Disease resistance protein (CC-NBS-LRR class) family	NA	NA	NA	NA	NA	6913
AT5G52430	0.65	0.427481474	0.824611107	MEG	29.96	5878	NA	NA	NA	NA	NA	3896	-0.17	0.883879092	1	PEG	2.72	7742	0.372903408	5838.7	AT5G52430.1	hydroxyproline-rich glycoprotein family protein	0.40	0.262760956	0.344615156	MEG	13.51	10541.5
AT5G56368	-0.58	0.427336314	0.824611107	PEG	25.09	5878	NA	NA	NA	NA	NA	3896	-0.49	0.769295062	1	PEG	19.08	7742	0.835131006	5838.7	AT5G56368.1		NA	NA	NA	NA	NA	6913
AT3G55850	0.29	0.127451591	0.528903629	MEG	7.89	2734	0.03	0.899038092	0.992565634	MEG	0.08	7044	-0.12	0.710793971	1	PEG	1.37	7742	0.239297929	5840.0	AT3G55850.1	Amidohydrolase family	0.63	0.500867193	0.580322619	MEG	28.12	11933
AT2G44430	-0.23	0.258250888	0.714004176	PEG	5.01	4102.5	0.09	0.707579061	0.968987559	MEG	0.83	5676	0.08	0.822820719	1	MEG	0.57	7742	0.658960611	5840.2	NA	NA	2.55	0.011131407	0.02385804	MEG	86.71	6450.5
AT1G56260	0.13	0.74423667	0.944628359	MEG	1.65	8935.5	1.26	0.038779368	0.357596257	MEG	61.31	843.5	-0.64	0.288891389	1	PEG	29.21	7742	0.117468171	5840.3	AT1G56260.1		0.85	0.049816222	0.0874936	MEG	41.88	7872.5
AT5G22350	-0.26	0.406915007	0.812323863	PEG	6.33	5681.5	0.50	0.488659655	0.928459735	MEG	19.91	4097.5	0.10	0.829207691	1	MEG	0.91	7742	0.539423314	5840.3	AT5G22350.1	Protein of unknown function (DUF1022)	1.13	0.118226579	0.180399589	MEG	55.98	9061
AT1G66420	0.32	0.605768495	0.90143406	MEG	9.47	7626.5	-0.52	0.209440462	0.757179104	PEG	21.58	2153	0.15	0.857827418	1	MEG	2.07	7742	0.635739071	5840.5	AT1G66420.1	DNA-binding storekeeper protein-related transcriptional regulator	-4.78	3.89E-30	8.78E-29	PEG	95.81	612
AT1G14020	0.54	0.16251073	0.589279513	MEG	22.44	3128.5	-0.06	0.842173311	0.986502472	PEG	0.40	6652	0.63	0.362933996	1	MEG	28.24	7742	0.146042277	5840.8	AT1G14020.1	O-fucosyltransferase family protein	NA	NA	NA	NA	NA	6913
AT5G10780	0.37	0.501207381	0.863975943	MEG	12.27	6575.5	0.44	0.35662643	0.864422379	MEG	16.35	3205	-0.23	0.789618811	1	PEG	5.17	7742	0.300925915	5840.8	AT5G10780.1		0.92	0.001707215	0.004514911	MEG	45.88	5228
AT5G18400	0.23	0.250998963	0.704266177	MEG	5.06	4043	0.11	0.714755748	0.969599023	MEG	1.09	5738	0.09	0.8827768	1	MEG	0.74	7742	0.249719192	5841.0	AT5G18400.1	Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis	-0.17	0.632964387	0.702638749	PEG	2.70	12454.5
AT2G48100	0.37	0.428164189	0.824696445	MEG	11.96	5888	NA	NA	NA	NA	NA	3896	0.23	0.733517633	1	MEG	4.85	7742	0.278297521	5842.0	NA	NA	NA	NA	NA	NA	NA	6913
AT5G38565	0.41	0.42805382	0.824696445	MEG	14.52	5888	NA	NA	NA	NA	NA	3896	0.28	0.645432806	1	MEG	7.14	7742	0.253668871	5842.0	AT5G38565.1	F-box/FBD-like domains containing protein	NA	NA	NA	NA	NA	6913
AT4G00660	0.32	0.309620062	0.756678011	MEG	9.53	4639.5	0.35	0.636093789	0.959165608	MEG	11.10	5146	0.04	0.92395653	1	MEG	0.20	7742	0.271596486	5842.5	AT4G00660.1	RNAhelicase-like 8	NA	NA	NA	NA	NA	6913
AT1G69290	0.30	0.644257655	0.916225499	MEG	8.48	7976	-0.74	0.160432695	0.690938212	PEG	35.51	1810	-1.28	0.140828705	1	PEG	62.11	7742	0.85953811	5842.7	AT1G69290.1	Pentatricopeptide repeat (PPR) superfamily protein	0.51	0.45685626	0.53794027	MEG	20.49	11742
AT2G22690	-0.17	0.575088467	0.890994878	PEG	2.88	7320.5	0.47	0.250078123	0.789869775	MEG	18.32	2467	0.26	0.558689847	1	MEG	6.34	7742	0.286539092	5843.2	AT2G22690.1	zinc ion binding	3.25	0.00022584	0.00071436	MEG	91.37	4371
AT1G79380	0.15	0.678411355	0.928170644	MEG	2.12	8292	0.40	0.114678606	0.597309957	MEG	13.55	1496	-0.12	0.801138131	1	PEG	1.40	7742	0.179085027	5843.3	AT1G79380.1	Ca(2)-dependent phospholipid-binding protein (Copine) family	2.24	0.029984535	0.05666569	MEG	83.33	7315.5
AT4G27180	0.25	0.42852756	0.824841018	MEG	5.75	5893	NA	NA	NA	NA	NA	3896	-0.06	0.898648004	1	PEG	0.38	7742	0.370152797	5843.7	AT4G27180.1	kinesin 2	2.70	5.75E-22	9.23E-21	MEG	87.94	862
AT1G73740	0.75	0.253748307	0.707725051	MEG	35.79	4064	-0.19	0.712259269	0.969591917	PEG	3.57	5726	0.67	0.356069681	1	MEG	30.99	7742	0.206223982	5844.0	AT1G73740.1	UDP-Glycosyltransferase superfamily protein	1.81	5.34E-07	2.62E-06	MEG	76.62	2818
AT5G03555	1.10	0.253580127	0.707725051	MEG	54.62	4064	0.31	0.712891456	0.969591917	MEG	8.71	5726	-0.16	0.869680225	1	PEG	2.59	7742	0.290984175	5844.0	AT5G03555.1	permease, cytosine/purines, uracil, thiamine, allantoin family protein	0.84	0.004180842	0.01003373	MEG	41.55	5761
AT5G14180	0.25	0.515395958	0.8678735	MEG	5.96	6747	-0.19	0.333350252	0.852360476	PEG	3.51	3044.5	-0.23	0.560350751	1	PEG	5.08	7742	0.712608276	5844.5	AT5G14180.1	Myzus persicae-induced lipase 1	NA	NA	NA	NA	NA	6913
AT2G17845	NA	NA	NA	NA	NA	5671.5	-0.57	0.491978944	0.92870459	PEG	24.71	4121	1.16	0.522501657	1	MEG	57.16	7742	0.517013708	5844.8	AT2G17845.1	NAD(P)-binding Rossmann-fold superfamily protein	NA	NA	NA	NA	NA	6913
AT3G27190	NA	NA	NA	NA	NA	5671.5	0.39	0.492957159	0.92870459	MEG	13.25	4121	-0.40	0.613775366	1	PEG	13.85	7742	0.472714333	5844.8	NA	NA	2.99	0.001492571	0.004009381	MEG	89.93	5147
AT3G56800	NA	NA	NA	NA	NA	5671.5	0.36	0.491155787	0.92870459	MEG	11.51	4121	1.07	0.689331744	1	MEG	53.25	7742	0.293651367	5844.8	AT3G56800.1	calmodulin 3	NA	NA	NA	NA	NA	6913
AT5G45780	NA	NA	NA	NA	NA	5671.5	0.62	0.491045585	0.92870459	MEG	27.61	4121	-0.84	0.632472205	1	PEG	41.36	7742	0.467462165	5844.8	AT5G45780.1	Leucine-rich repeat protein kinase family protein	0.43	0.654276159	0.721028389	MEG	15.39	12546
AT1G61340	0.15	0.448965339	0.834677942	MEG	2.32	6090.5	0.18	0.434061119	0.903301727	MEG	2.98	3703.5	0.00	0.998522606	1	PEG	0.00	7742	0.283181665	5845.3	AT1G61340.1	F-box family protein	0.72	0.165647539	0.237306276	MEG	33.99	9651
AT1G17410	0.76	0.429269409	0.824869204	MEG	36.38	5898.5	NA	NA	NA	NA	NA	3896	-1.46	0.395443712	1	PEG	68.05	7742	0.475111046	5845.5	AT1G17410.1	Nucleoside diphosphate kinase family protein	-0.81	0.367571719	0.449539725	PEG	39.90	11305
AT2G01913	0.71	0.429127887	0.824869204	MEG	33.45	5898.5	NA	NA	NA	NA	NA	3896	0.23	0.93620543	1	MEG	4.92	7742	0.331266002	5845.5	AT2G01913.1		NA	NA	NA	NA	NA	6913
AT5G07630	-0.42	0.428986884	0.824869204	PEG	14.84	5898.5	NA	NA	NA	NA	NA	3896	1.40	0.372374305	1	MEG	66.09	7742	0.42740889	5845.5	AT5G07630.1	lipid transporters	0.85	0.118457931	0.180692779	MEG	42.00	9064
AT5G51390	0.74	0.429130461	0.824869204	MEG	35.69	5898.5	NA	NA	NA	NA	NA	3896	1.95	0.347450481	1	MEG	79.24	7742	0.159889897	5845.5	AT5G51390.1		NA	NA	NA	NA	NA	6913
AT1G63660	-0.19	0.438937272	0.830545916	PEG	3.44	6003.5	-0.22	0.443689673	0.907190943	PEG	4.64	3791.5	-0.10	0.827135133	1	PEG	0.91	7742	0.913661014	5845.7	AT1G63660.1	GMP synthase (glutamine-hydrolyzing), putative / glutamine amidotransferase, putative	-0.74	1.12E-06	5.22E-06	PEG	35.42	2972
AT4G08950	-0.20	0.365295009	0.791137991	PEG	3.70	5250.5	-0.16	0.550415449	0.942986255	PEG	2.37	4546.5	-0.29	0.444079465	1	PEG	7.70	7742	0.956154824	5846.3	AT4G08950.1	Phosphate-responsive 1 family protein	-2.46	3.90E-10	2.66E-09	PEG	85.78	2032
AT5G53420	0.27	0.367254297	0.791137991	MEG	6.60	5250.5	-0.21	0.550685945	0.942986255	PEG	4.12	4546.5	0.36	0.582763208	1	MEG	11.49	7742	0.36956129	5846.3	AT5G53420.1	CCT motif family protein	NA	NA	NA	NA	NA	6913
AT2G30500	0.31	0.223157644	0.666518336	MEG	8.78	3798.5	-0.06	0.752366306	0.975609628	PEG	0.39	6001.5	-0.39	0.420576186	1	PEG	12.96	7742	0.445729651	5847.3	NA	NA	7.00	2.74E-06	1.21E-05	MEG	98.00	3130.5
AT1G08880	0.52	0.479667592	0.851913438	MEG	21.48	6386	-0.70	0.385882315	0.879951712	PEG	33.16	3414.5	0.01	0.994769413	1	MEG	0.00	7742	0.585312622	5847.5	AT1G08880.1	Histone superfamily protein	0.44	0.248118014	0.328684456	MEG	16.15	10437
AT2G33233	-0.30	0.180257847	0.6187402	PEG	8.42	3304.5	-0.09	0.821737123	0.984264867	PEG	0.83	6497	-0.03	0.961354901	1	PEG	0.07	7742	0.861969064	5847.8	NA	NA	NA	NA	NA	NA	NA	6913
AT2G03220	-0.23	0.429972437	0.825520878	PEG	5.01	5908	NA	NA	NA	NA	NA	3896	0.05	0.917567159	1	MEG	0.23	7742	0.727949129	5848.7	AT2G03220.1	fucosyltransferase 1	1.95	4.42E-12	3.61E-11	MEG	79.23	1691
AT1G32310	0.30	0.384602041	0.800050797	MEG	8.19	5451.5	0.47	0.524570126	0.93660364	MEG	17.97	4353	-0.24	0.660442783	1	PEG	5.47	7742	0.342094357	5848.8	AT1G32310.1		2.07	4.20E-05	0.000153233	MEG	81.09	3794
AT3G54050	-0.15	0.301718227	0.751575434	PEG	2.26	4553.5	-0.09	0.648446629	0.961868672	PEG	0.89	5251.5	-0.15	0.636953328	1	PEG	2.20	7742	0.930596138	5849.0	AT3G54050.1	high cyclic electron flow 1	-1.12	2.47E-10	1.72E-09	PEG	55.56	1978
AT3G22950	0.58	0.192783989	0.634169785	MEG	24.86	3448	-0.12	0.805172336	0.980171397	PEG	1.42	6359	0.20	0.672474157	1	MEG	3.89	7742	0.246361431	5849.7	NA	NA	1.04	0.006016655	0.013885206	MEG	51.98	5991
